loglik_ratio,sigma,x,sex
7.138769433368e-07,9.99999181854596e-09,1.65444865253049,0.0200404171797343
1.28515239339322e-07,9.99999218081595e-09,2.08404921818957,-0.00501287003051313
1.7161564755952e-06,9.9999926549585e-09,1.87886920163877,0.0236380627531832
7.09233063389547e-07,9.99999223166617e-09,1.86925321262587,-0.0696927686427096
2.78067069108874,0.0457394205961124,1.88524217138084,-0.102706340167781
8.98162397788838e-08,9.99999198217757e-09,2.1327553761168,0.0564005018602401
3.60641934094019e-07,9.99999248900023e-09,1.89504512366991,-0.0320675333909108
7.94916559243575e-07,9.99999235220224e-09,1.95030678050402,-0.0785224368628
3.33351636072621e-07,9.99999232362974e-09,1.9577820837534,0.00444547890821787
1.64553057402372e-07,9.99999265744801e-09,2.18138238474378,-0.0501014178495755
9.62925696512684e-07,9.9999920481463e-09,2.01225230682733,0.00211573805143989
4.12735971622169e-07,9.99999220159411e-09,1.92212439653277,0.0460356725698463
5.08480297867209e-07,9.99999218859639e-09,1.9569884015228,0.0229690630319362
3.64807419828139e-07,9.99999208638068e-09,1.86488766747893,-0.0418214636788703
1.07816777017433e-06,9.99999227349735e-09,1.68645897084028,-0.0610254356079135
1.04524588095956e-07,9.99999208947735e-09,1.82094625107051,-0.000309454169185887
9.93248249869794e-07,9.99999207322111e-09,2.02723527325015,0.0111869573766134
4.3485670175869e-07,9.99999200060991e-09,2.15868156793745,-0.0210141623677257
2.2998392523732e-07,9.99999187300735e-09,2.00342181893092,0.00318795250352789
9.58320015342906e-07,9.99999239630914e-09,2.04365215418826,-0.030278823467336
8.27260009828024e-07,9.9999919261642e-09,2.08816678963746,-0.0827918399645717
5.62358764000237e-07,9.99999231659845e-09,1.91884211776645,-0.0707755156441051
9.51167749008164e-08,9.99999150279917e-09,1.93207563134059,-0.0130892035356218
1.13869464257732e-06,9.99999254393253e-09,2.0457883193207,-0.0501502193799038
2.95372956315987e-07,9.99999196787215e-09,2.0197880114588,-0.0527367031655356
2.84624547930434e-07,9.99999169666239e-09,2.08710769200995,-0.0636645163245528
1.78131813299842e-07,9.99999204009365e-09,1.82698648484672,-0.0062668803880865
8.8537490228191e-08,9.99999201060557e-09,2.2156016348272,0.0387641354698576
4.01229044655338e-07,9.99999230761739e-09,1.95950026635011,-0.064547935179684
3.95055394619703e-07,9.99999261779608e-09,2.18573229181341,0.0740963824749309
1.52020220411941e-07,9.99999224139043e-09,2.07522849426846,-0.0772266974510957
6.10607457929291e-07,9.99999194497601e-09,1.94238593286869,-0.0721076349074665
3.42430212185718e-07,9.99999215876079e-09,2.13289968096771,-0.064429712317504
5.90131094213575e-07,9.99999205977934e-09,1.95232047985944,0.0756309331654505
1.63698132382706e-07,9.99999199473164e-09,2.05309376005812,-0.0253088167779856
9.16170392883942e-07,9.99999222669993e-09,2.12854188941045,0.0814628501025984
3.02342414215673e-06,9.99999281153957e-09,2.03071909295995,-0.00239838986719337
1.07970299723092e-06,9.99999231451331e-09,1.92707599977186,0.0490432191801742
1.47312130138744e-06,9.99999264449321e-09,1.79171732233979,-0.109782421257239
3.77676769858226e-07,9.99999156461479e-09,2.02528408337104,0.042235565080837
4.48872015113011e-07,9.99999222681374e-09,2.00688842134346,0.0239463576600231
7.94789229985327e-08,9.99999148757578e-09,1.96697673782323,-0.0597892136179406
2.58645741268992e-07,9.99999192880161e-09,2.11795085834371,0.052558503773715
7.12661858415231e-08,9.99999214541744e-09,2.1032427570383,-0.0530341307840761
2.29125362238847e-07,9.99999212681132e-09,1.89734234229868,-0.0022505693288878
1.49648258229718e-07,9.99999238898897e-09,1.90399040901595,-0.0930561821115755
1.36499693326186e-06,9.99999291707446e-09,2.06140627970917,-0.00613793963937233
5.39112079422921e-08,9.9999914133837e-09,1.96296680918969,0.0100437537497477
7.71013219491579e-07,9.99999240281075e-09,1.99538945769917,0.140844432052967
2.16452281165402e-06,9.99999253322435e-09,1.79039735083942,0.0805973980279466
1.88689227798022e-07,9.99999177569669e-09,1.66812085447838,0.048521757441213
2.22738890442997e-07,9.99999234276552e-09,1.89861972187355,-0.0650043364529142
2.11501173907891e-07,9.99999181975085e-09,2.10447192206389,0.0426693398760368
1.59667251864448e-07,9.99999248261516e-09,1.9979544616702,-0.0823055324846461
1.67491816682741e-06,9.9999924314094e-09,2.22745521042952,-0.0630579482924094
1.07274172478355e-06,9.99999217485354e-09,2.19381828232253,0.00614642360873944
1.64653101819567e-07,9.99999153089966e-09,1.89927056210174,-0.0448694965210946
1.67165126185864e-07,9.9999923663656e-09,1.79342150979114,-0.00910368808622501
2.47400748776272e-07,9.99999190585975e-09,1.86438085751588,0.0149793853167017
1.39594521897379e-06,9.9999929271991e-09,2.14268706559013,0.0449788331862299
1.43870238389354e-06,9.99999231877632e-09,2.01070585360385,0.030968221934956
1.49175604846278,0.0377628269848527,1.31894117212933,-0.0618434850489584
2.99964085570537e-07,9.99999241232128e-09,2.03281281547745,-0.0307332597057815
1.01119439932518e-07,9.99999214051861e-09,1.87575500513974,-0.0258748935438428
1.54364897753112e-07,9.99999187475877e-09,2.17136409494052,0.117439693614395
6.24659151071683e-08,9.99999211537522e-09,1.98077959147416,0.0489258211152598
1.50160849443637e-06,9.99999252007751e-09,1.90441476109091,0.0800259400105598
5.57658495381474e-07,9.99999211223538e-09,1.8168441957566,-0.0389266932571986
6.30703652859665e-07,9.99999211139679e-09,1.95329575372313,0.0266574634425887
