loglik_ratio,sigma,x,sex
299.285531425918,673.390473011743,19.3628601413859,-0.000279361997730438
322.186005279016,793.653926924757,45.6472179280019,-0.0466316571528947
327.183417304461,681.162379895624,30.6648034908646,-0.0899921337951415
320.793205416014,667.604315287891,6.25594527735571,0.0471286962541273
283.529153239651,590.521753282895,29.6671126325101,0.033533690659326
326.968035819014,682.17999404974,25.5205031993285,0.137296481971508
302.021587526997,670.121825287497,29.2749504225876,-0.0440906410719729
328.856674208322,630.370251222554,21.6758612871959,-0.12454612745899
251.640113091697,680.377056484504,24.8498389912345,0.00978403675868479
297.607605020505,637.37976200359,16.4334779237187,0.0633080951350654
239.666064853882,598.282795601233,26.6104571906141,-0.00127819066095442
320.769699511782,702.979351532742,24.5826025510964,-0.0351698061975145
277.333571217367,744.654166196327,31.0990379835612,-0.0477494348414722
272.636742563549,642.242437472812,15.3823572439451,0.159401781732972
310.040772285107,676.172342522034,-1.15971596505145,0.0809087342123832
328.35914912975,829.456554403412,5.581913235461,0.0930500443703096
276.212957020238,674.427530471362,28.6154591811193,-0.0131170788661094
306.912872621304,673.036369557258,10.8296625813579,0.10000000867777
311.493169346493,679.926588013711,3.85714433719167,0.163627756888059
263.389610140497,585.570939638159,13.9521158004766,0.0728025053197701
293.224570846771,635.290344468259,25.8017859083553,0.0863483756877451
257.230895084171,634.528389219717,24.1972328359651,-0.0522526999817348
292.852391460528,567.00483460679,8.26392510375354,0.120598538108258
306.122844378251,640.521120132681,17.5233632780175,0.0797841732878523
262.958774296414,567.51447263412,19.0193946719672,0.0396619161826769
329.288479064955,758.255112314461,19.1502441214607,-0.0930566359995824
319.72058154982,831.279200478595,32.0431504098869,0.0227552134991819
303.50595770375,712.596887691572,28.371405741522,-0.0398520668276998
306.637723655796,710.125049451476,29.1667693617331,-0.0454169823186259
285.212846884591,580.103502375589,18.9174139502423,-0.0328573977873452
323.704530455621,725.313418495321,52.2835365267789,0.0196619675279341
351.993007599183,760.30175274177,38.2960829206059,0.0173565138379403
265.093921933107,620.892718110366,16.2808249062576,-0.000985609098313497
311.90837345738,673.600628927351,29.0222663592756,-0.0671538597548282
272.922781956002,678.651195808005,23.2866168607007,0.0809204566228879
300.242199844735,628.227609386087,31.4033351623566,-0.012067922586292
249.02997510256,564.164844214033,20.9240664439292,0.0158337642566188
326.500243025068,825.084198225832,12.151041039314,-0.102050365320387
242.555946654396,585.439516323463,18.3976727618404,0.0197978461463592
280.403940936707,611.590959136528,23.1671127086929,0.058975008140393
272.541007372804,575.926084621872,22.4393844558807,-0.0405796154950951
335.977071589985,903.167717521716,44.9372515779306,0.16308990316098
330.258296946171,662.410412300513,22.3403334615574,-0.0232531599213337
322.825913054849,663.494295534296,16.8226337638513,0.0107647094368066
306.424996972537,756.267634054985,30.8254907697166,-0.0688445174018085
296.930635476259,642.234496139439,21.7871694983502,-0.116088977844829
346.712856018277,674.688845499293,-0.792907613362828,-0.110510934298781
272.172982765036,762.144867012327,24.426116927754,0.0605390255993062
342.361068850014,620.925835684391,16.1463652780926,-0.00790190813841704
228.092517508163,480.105359522039,20.6062597307273,0.00585345121794668
259.080995746341,572.764489804777,28.0155049933946,0.0856873048701958
280.439162237151,545.373583492402,23.4641977675154,-0.0136345558511227
321.96321058353,873.554188127854,35.4275415482963,-0.0592398750065522
326.342873352525,734.089951477879,37.6137877117636,-0.0156116260003834
331.187504384148,661.224907311999,36.4357778566373,0.0262459340301019
330.626715852997,647.869018553019,16.6484722748007,0.0339307725954419
326.886463671253,781.357622080855,23.1370283719796,-0.051323050002566
