loglik_ratio,sigma,x,sex
1.39957774081267e-06,9.99999205013791e-09,2.00213584397826,0.0184657583446911
1.78939444595017e-07,9.99999181612481e-09,2.07465125903765,0.0169165993913261
3.11578332912177e-07,9.99999164873614e-09,1.77291826162569,-0.0101540179026507
2.12114173336886e-07,9.99999183933704e-09,2.09860047231219,0.05474087326092
1.02883313957136e-06,9.99999244176313e-09,2.02939993599949,-0.105690330726449
5.38568201591261e-07,9.99999215761495e-09,2.06664867850169,-0.0687181094893427
6.84571205056272e-07,9.99999219809196e-09,2.2141636143908,-0.131584841649221
1.4902379916748e-06,9.99999226826726e-09,2.06287798788337,0.0249232785217408
1.24161488201935e-06,9.99999260828689e-09,1.97423515798993,-0.144969882481494
3.39385223924182e-07,9.99999200971498e-09,2.07995844771389,0.0400084704562837
9.82188794296235e-07,9.99999242700828e-09,1.93234831818961,-0.0579062984261587
4.53330358141102e-07,9.99999164482401e-09,1.84879452944233,-0.037676192918174
2.81064785667695e-07,9.99999204759685e-09,2.36898805415972,0.0481803795514417
1.39898475026712e-06,9.99999256795361e-09,2.03933554762924,0.0932266625903931
1.42584576678928e-06,9.99999231974141e-09,1.84405359510668,-0.03782416247128
2.10140569834039e-07,9.99999218309438e-09,2.31038855231645,0.0617890734640877
2.31566446018405e-07,9.99999172454592e-09,2.13981288319131,-0.0872459834271492
6.14236341789365e-08,9.99999200995552e-09,2.0498732301586,0.0653821860439266
2.51925666816533e-06,9.99999254145165e-09,1.82356013518352,-0.0069498409173669
1.5463047020603e-07,9.99999226208421e-09,2.13204071076417,0.0639142097488571
1.69455233844928e-07,9.99999201485528e-09,1.96618049198281,0.0245830374354775
3.58992110705003e-07,9.99999203096434e-09,1.79238776405868,-0.0648975467606924
7.49681930756196e-07,9.99999213840849e-09,1.72192153363356,0.0821451937508076
1.35705522552598e-06,9.99999219008593e-09,2.05123472917021,0.0102262591818253
3.92403308069333e-07,9.99999263966623e-09,2.00022319565455,0.0110110644289289
2.33812897931784e-07,9.99999202930181e-09,2.36231134843256,-0.0120119027467708
4.75591150461696e-07,9.99999204540676e-09,2.02247279464976,0.0894770334934397
2.37778294831514e-08,9.99999167112144e-09,1.97965607338056,-0.111852983455907
1.99711757886689e-06,9.99999214052505e-09,1.98997446264011,-0.003974184037632
2.29229044634849e-08,9.9999919427473e-09,1.89939421713387,-0.0646664709519638
2.11397491511889e-07,9.99999193971761e-09,1.95220216691587,-0.0490976256297105
2.12769009522162e-07,9.9999918933588e-09,2.20220010809797,-0.0938654041550374
9.03422915143892e-07,9.99999224049698e-09,1.89723801857635,-0.000726400039585912
1.32109562400728e-07,9.99999191262582e-09,2.00222153547633,-0.000254283496482176
9.61515979724936e-07,9.99999178475608e-09,2.13931077380081,-0.0387719486297506
7.78445610194467e-07,9.99999190104407e-09,2.09695606070313,0.0120973288801968
1.45803278428502e-06,9.99999272170791e-09,2.11432528779782,0.0259946708404529
2.08830533665605e-06,9.99999294691634e-09,2.06674942068268,0.0274999341565185
3.02541593555361e-07,9.99999186267348e-09,1.90774543106529,-0.00160676735522968
1.19951255328488e-06,9.9999922481515e-09,2.00065352991354,0.00865119458813052
6.52591552352533e-07,9.99999186629866e-09,1.87724986932857,0.0323687396884957
1.68143742484972e-07,9.99999200926513e-09,2.15947142967407,0.0206932528215254
1.19234755402431e-08,9.9999923991357e-09,2.09171476389766,-0.0220052154133221
5.90573108638637e-07,9.99999189503999e-09,1.921697866162,0.0117605977613571
3.39003236149438e-07,9.99999200513657e-09,1.81495525004938,0.0166829144927286
5.94882294535637e-08,9.99999221243554e-09,1.86791013725932,-0.0441103349152788
7.53499989514239e-07,9.99999257617131e-09,1.98948251680516,0.043028820930981
6.52391463518143e-07,9.99999225502931e-09,2.00341870424631,0.16092797483316
1.7585998004688,0.0368153530952322,1.28781311033331,0.00109781751302061
4.24626705353148e-07,9.99999214359159e-09,2.224765300158,-0.0888359269707496
1.42224962473847e-07,9.99999203481806e-09,2.08888333358132,0.0180806082658605
4.72107785753906e-07,9.99999208539681e-09,2.17250472784374,0.0304557853484651
1.05518302007113e-06,9.99999257470946e-09,1.92130959644397,0.0672411648958396
3.34366632159799e-08,9.99999174411527e-09,1.89486717405498,0.010035566792162
3.29165777657181e-06,9.99999275153236e-09,1.98571602587173,-0.131417039638444
